google_address,Predicted AirBNB Price,Zillow List Price,Bathrooms,Bedrooms,Zipcode,Neighborhood,Lat,Long
17223 Southeast Pine Street,113.47529082731738,274000,3.0,3.0,97233,Rockwood,45.52080536,-122.4855194
336 Northeast 176th Avenue,142.82808260337515,415000,2.0,4.0,97230,Rockwood,45.52490234,-122.4818954
736 Northeast 197th Avenue,86.84023827776683,365000,2.0,3.0,97230,North Gresham,45.52851486,-122.4594955
21045 Southeast Yamhill Street,144.92494398947758,345000,2.0,4.0,97030,North Central,45.51643372,-122.4465103
2246 Southeast 217th Avenue,92.07319360473801,360000,2.0,3.0,97030,North Central,45.51272202,-122.4387054
2922 Northeast 27th Drive,92.7813438494503,345000,2.0,3.0,97030,Northeast,45.51584625,-122.402832
2106 Northeast 25th Court,92.7813438494503,415000,2.0,3.0,97030,Northeast,45.51415634,-122.4114685
18870 Northeast Hoyt Court,98.63048221187012,315000,2.5,3.0,97230,North Gresham,45.52705383,-122.4689407
33 Northeast 193rd Avenue,142.82808260337515,410000,2.0,4.0,97230,Rockwood,45.52269745,-122.4645386
17708 Southeast Main Street,2.8403110354802408,330000,1.0,2.0,97233,Centennial,45.51335907,-122.4807434
733 Northeast 194th Avenue,63.25975040956025,290000,1.0,3.0,97230,North Gresham,45.52812195,-122.464119
21439 Southeast Salmon Street,92.07319360473801,399000,2.0,3.0,97030,North Central,45.51372147,-122.4419861
1120 Northeast 179th Avenue,94.02290504556296,356000,2.0,3.0,97230,Wilkes East,45.53113556,-122.4787445
18430 Southeast Yamhill Street,66.31431509090422,335000,1.0,3.0,97233,Rockwood,45.51535416,-122.4729843
21515 Southeast Alder Street,92.07319360473801,365000,2.0,3.0,97030,North Central,45.51798248,-122.4415512
16731 Northeast Hassalo Street,94.02290504556296,400000,2.0,3.0,97230,Wilkes East,45.5309906,-122.4904327
2392 Northeast Liberty Avenue,92.07319360473801,339000,2.0,3.0,97030,North Central,45.5138092,-122.4182053
18906 Northeast Couch Street,89.97633221863556,345000,2.0,3.0,97230,Rockwood,45.52291489,-122.4687119
2889 Northeast Elliott Avenue,92.07319360473801,425000,2.0,3.0,97030,North Central,45.51773071,-122.4251938
22015 Southeast Ash Street,121.34445612127101,364900,1.0,4.0,97030,North Central,45.52118301,-122.4352341
21730 Southeast Ash Street,92.07319360473801,321900,2.0,3.0,97030,North Central,45.52074051,-122.4387817
16932 Southeast Pine Street,166.32704121205697,340000,3.0,4.0,97233,Rockwood,45.52033234,-122.4884109
21924 Southeast Oak Street,115.65368147294458,388000,3.0,3.0,97030,North Central,45.51973343,-122.436348
210 Southeast 214th Avenue,121.34445612127101,356000,1.0,4.0,97030,North Central,45.52084732,-122.4428711
17424 Southeast Main Street,2.8403110354802408,258025,1.0,2.0,97233,Centennial,45.51345825,-122.4835968
16817 Southeast Pine Street,66.31431509090422,355000,1.0,3.0,97233,Rockwood,45.5207901,-122.4897766
447 Northwest 25th Street,92.07319360473801,390000,2.0,3.0,97030,North Central,45.51473999,-122.4360504
24147 Southeast Oak Street,68.49270573653143,330000,1.0,3.0,97030,North Central,45.51980972,-122.4140167
16352 Northeast Eugene Court,170.4551432985091,525000,3.0,4.0,97230,Wilkes East,45.53886795,-122.4941101
16630 Northeast Everett Court,142.82808260337515,360000,2.0,4.0,97230,Rockwood,45.52450943,-122.491539
2144 Northeast 38th Drive,92.07319360473801,370000,2.0,3.0,97030,North Central,45.52308655,-122.4107742
1950 Northwest Florence Avenue,140.24581254788302,309900,4.0,3.0,97030,Northwest,45.50999451,-122.4426346
16905 Northeast Halsey Street,117.60339291376954,305000,3.0,3.0,97230,Wilkes East,45.53480911,-122.4889297
4 Northeast 197th Avenue,89.97633221863556,410000,2.0,3.0,97230,Rockwood,45.52210999,-122.4596329
1135 Southeast 209th Avenue,92.07319360473801,350000,2.0,3.0,97030,North Central,45.5150795,-122.4488297
923 Southeast 226th Avenue,92.07319360473801,316500,2.0,3.0,97030,North Central,45.51591873,-122.4308701
1828 Northwest Orchard Avenue,93.08483681146986,417000,2.0,3.0,97030,Northwest,45.51003265,-122.4486389
812 Southeast 214th Avenue,92.07319360473801,370000,2.0,3.0,97030,North Central,45.51690292,-122.4423828
172 Northeast 27th Street,115.65368147294458,425950,3.0,3.0,97030,North Central,45.51595688,-122.4283524
336 Northeast 199th Avenue,89.97633221863556,327500,2.0,3.0,97230,Rockwood,45.52546692,-122.4575958
18156 East Burnside Street,89.89480295911079,175000,2.0,3.0,97233,Rockwood,45.52170563,-122.4758911
18126 Southeast Pine Street,89.89480295911079,332000,2.0,3.0,97233,Rockwood,45.52033615,-122.4764557
1101 Southeast 210th Avenue,68.49270573653143,343000,1.0,3.0,97030,North Central,45.51562881,-122.447876
609 Southeast 175th Place,66.31431509090422,349900,1.0,3.0,97233,Rockwood,45.51821136,-122.4830246
17722 Northeast Pacific Street,94.02290504556296,428100,2.0,3.0,97230,Wilkes East,45.52898788,-122.4802856
1507 Northeast 176th Avenue,117.60339291376954,390000,3.0,3.0,97230,Wilkes East,45.53432465,-122.4822769
18025 Southeast Stephens Street,132.12429967316595,349950,2.0,4.0,97233,Centennial,45.50943756,-122.4774094
2428 Northwest Stanley Avenue,92.07319360473801,360000,2.0,3.0,97030,North Central,45.51412964,-122.4350128
1235 Southeast 212th Avenue,68.49270573653143,350000,1.0,3.0,97030,North Central,45.51375961,-122.4452057
642 Northeast 160th Avenue,93.92174072488977,261000,2.0,3.0,97230,Wilkes,45.52784348,-122.4982071
17267 Northeast Clackamas Street,117.60339291376954,429900,3.0,3.0,97230,Wilkes East,45.53329849,-122.4850311
17722 Northeast Davis Street,113.55682008684215,460000,3.0,3.0,97230,Rockwood,45.52353287,-122.4805222
19131 Northeast Holladay Place,86.84023827776683,362000,2.0,3.0,97230,North Gresham,45.52905273,-122.4661484
420 Northeast 184th Place,89.97633221863556,334500,2.0,3.0,97230,Rockwood,45.52593613,-122.4731445
2988 Southwest Emerald Avenue,148.42201038971106,445000,2.0,4.0,97080,Southwest,45.47566986,-122.4615326
3844 Southeast Augusta Place,109.6413017298987,605000,3.0,3.0,97080,Gresham Butte,45.46971893,-122.4307251
3306 Southwest Miller Place,162.49305211463826,617000,3.0,4.0,97080,Gresham Butte,45.47380829,-122.4312363
4206 Southeast Bethesda Place,109.6413017298987,600000,3.0,3.0,97080,Gresham Butte,45.46655655,-122.4321442
3972 Southwest Binford Avenue,172.00249825791764,406900,3.0,4.0,97080,Southwest,45.4692688,-122.4593582
2907 Southeast 30th Street,90.20855100929269,391500,2.0,3.0,97080,Mount Hood,45.47590637,-122.4033508
18805 Southeast Yamhill Street,13.462564706164642,288000,1.0,2.0,97233,Rockwood,45.51571655,-122.469223
1928 Northwest Florence Avenue,140.24581254788302,325000,4.0,3.0,97030,Northwest,45.5098381,-122.4428635
826 Southeast 180th Avenue,66.31431509090422,345000,1.0,3.0,97233,Rockwood,45.51656342,-122.4773331
901 Southeast 213th Place,68.49270573653143,267000,1.0,3.0,97030,North Central,45.51626587,-122.443924
655 Southeast Juniper Court West,134.36016981613838,385000,2.0,4.0,97080,Asert,45.49277115,-122.4229965
17807 Southeast Clay Street,55.69206142021981,307000,1.0,3.0,97233,Centennial,45.51166153,-122.4799576
1401 Northwest 19th Street,169.51707506441602,442500,3.0,4.0,97030,Northwest,45.50963211,-122.4458771
934 Southeast 193rd Avenue,60.62354044257781,255500,3.0,2.0,97233,Rockwood,45.51604843,-122.4642639
4150 Southwest 30th Court,172.00249825791764,505000,3.0,4.0,97080,Southwest,45.47561646,-122.473999
3461 Southwest Brixton Avenue,172.00249825791764,458000,3.0,4.0,97080,Southwest,45.47209549,-122.4632339
4299 Southeast Augusta Loop,162.49305211463826,530000,3.0,4.0,97080,Gresham Butte,45.46615219,-122.4329834
2881 Southwest Willowbrook Court,224.85424864265724,440000,3.0,5.0,97080,Southwest,45.47587585,-122.4516907
2033 Southwest 33rd Street,119.15074787317808,485990,3.0,3.0,97080,Southwest,45.47357941,-122.4534836
2827 Southwest Tegart Avenue,148.42201038971106,508000,2.0,4.0,97080,Southwest,45.4760704,-122.4647598
3289 Southwest 33rd Street,95.57026000497149,462000,2.0,3.0,97080,Southwest,45.47330475,-122.4653091
179 Southeast 46th Drive,186.07353998284486,625000,4.0,4.0,97080,Gresham Butte,45.46524811,-122.4326706
4456 Southeast Antelope Hills Place,109.6413017298987,575000,3.0,3.0,97080,Gresham Butte,45.46628189,-122.4355316
2218 Southwest Willow Parkway,148.42201038971106,540000,2.0,4.0,97080,Southwest,45.47392273,-122.4557266
42 Southeast 46th Drive,109.6413017298987,483000,3.0,3.0,97080,Gresham Butte,45.46495438,-122.435318
3379 Southwest Brixton Avenue,172.00249825791764,420000,3.0,4.0,97080,Southwest,45.472435,-122.4632416
4802 Southeast Antelope Hills,162.49305211463826,444000,3.0,4.0,97080,Gresham Butte,45.46360779,-122.4367065
68 Southeast 47th Circle,162.49305211463826,420000,3.0,4.0,97080,Gresham Butte,45.46445084,-122.4353485
3983 Southwest 11 Mile Avenue,95.57026000497149,438900,2.0,3.0,97080,Southwest,45.46919632,-122.4580383
3847 Southwest 11 Mile Avenue,148.42201038971106,442400,2.0,4.0,97080,Southwest,45.46986008,-122.4580231
2101 Southwest Willow Parkway,148.42201038971106,488000,2.0,4.0,97080,Southwest,45.47434998,-122.4544373
18310 Southeast Tibbetts Court,161.22160076921486,425000,3.0,4.0,97030,Centennial,45.50004196,-122.4742737
2933 Southwest 32nd Terrace,172.00249825791764,415000,3.0,4.0,97080,Southwest,45.47410202,-122.4622803
3443 Southwest 24th Terrace,224.85424864265724,443000,3.0,5.0,97080,Southwest,45.47939301,-122.4670715
4126 Southwest 26th Court,172.00249825791764,450000,3.0,4.0,97080,Southwest,45.47771835,-122.4736557
3180 Southwest 31st Street,172.00249825791764,415000,3.0,4.0,97080,Southwest,45.47432327,-122.4638672
2625 Southeast 187th Place,84.7893625162687,338000,2.0,3.0,97030,Centennial,45.5033493,-122.4696579
3189 Southeast Lovrien Avenue,164.41517420742878,459000,3.0,4.0,97080,Kelly Creek,45.47417068,-122.3894348
2137 Southeast 180th Avenue,55.69206142021981,305500,1.0,3.0,97233,Centennial,45.50693893,-122.4779663
127 Southwest 37th Terrace,86.06081386169211,500000,2.0,3.0,97080,Gresham Butte,45.47104263,-122.4324112
527 Southeast 46th Drive,109.6413017298987,652300,3.0,3.0,97080,Gresham Butte,45.46584702,-122.4274902
3590 Southwest Victoria Place,162.49305211463826,500000,3.0,4.0,97080,Gresham Butte,45.47187042,-122.4333038
286 Southeast 46th Drive,109.6413017298987,459900,3.0,3.0,97080,Gresham Butte,45.46510696,-122.430603
604 Southeast Gabbert Road,186.07353998284486,699900,4.0,4.0,97080,Gresham Butte,45.47367477,-122.4277267
5177 Southeast 16th Drive,164.41517420742878,425000,3.0,4.0,97080,Kelly Creek,45.48497009,-122.3806686
235 Southeast Avondale Way,109.6413017298987,519000,3.0,3.0,97080,Gresham Butte,45.46774673,-122.431427
4905 Southeast Woodland Drive,140.8346863392222,410000,2.0,4.0,97080,Kelly Creek,45.48794556,-122.3835754
650 Southeast 40th Terrace,56.789551345159126,540000,3.0,2.0,97080,Gresham Butte,45.46970749,-122.4266205
1705 Southeast Dogwood Way,164.41517420742878,434900,3.0,4.0,97080,Kelly Creek,45.4836731,-122.3842163
4441 Southeast Antelope Hills,109.6413017298987,485000,3.0,3.0,97080,Gresham Butte,45.46674728,-122.4355774
3639 Southeast Deer Creek Way,186.07353998284486,599000,4.0,4.0,97080,Gresham Butte,45.47135162,-122.4313583
5029 Southeast 31st Street,87.98293595448263,355000,2.0,3.0,97080,Kelly Creek,45.4751091,-122.382576
2985 Southwest Angeline Avenue,119.15074787317808,409000,3.0,3.0,97080,Southwest,45.47552872,-122.4503937
5696 Southeast 16th Drive,164.41517420742878,405000,3.0,4.0,97080,Kelly Creek,45.48471832,-122.3761368
3221 Southwest Towle Avenue,172.00249825791764,435000,3.0,4.0,97080,Southwest,45.47388458,-122.4487228
3163 Southeast Acacia Avenue,87.98293595448263,386000,2.0,3.0,97080,Kelly Creek,45.47455215,-122.3865128
3394 Southeast 30th Street,166.64078926223885,399900,3.0,4.0,97080,Mount Hood,45.47584152,-122.3974533
5893 Southeast 16th Loop,111.5634238226892,257000,3.0,3.0,97080,Kelly Creek,45.48521423,-122.3735809
6259 Southeast 32nd Terrace,217.26692459216838,415000,3.0,5.0,97080,Kelly Creek,45.47431946,-122.3699188
1627 Southeast Williams Avenue,164.41517420742878,430000,3.0,4.0,97080,Kelly Creek,45.48435593,-122.3870087
2904 Southeast 30th Street,195.91205177877185,525000,2.0,5.0,97080,Mount Hood,45.47546005,-122.4033585
1682 Northeast Barnes Lane,116.36183171765688,375000,3.0,3.0,97030,Northeast,45.50934219,-122.3927994
333 Northeast Village Squire Avenue,94.50113730089444,234000,2.0,3.0,97030,Powell Valley,45.50077438,-122.404953
55 Northwest 11th Street,138.045770183701,400000,2.0,4.0,97030,City Central,45.50513077,-122.4321518
472 Southeast 4th Street,81.5084194313988,171000,2.0,3.0,97080,Asert,45.49453354,-122.4261017
4117 Northeast 8th Street,29.85914298205158,174900,1.5,2.0,97030,Powell Valley,45.50353622,-122.3917923
555 Southwest 6th Street,162.49305211463826,370000,3.0,4.0,97080,Gresham Butte,45.4942627,-122.4376297
705 Northwest Overlook Avenue,169.51707506441602,436000,3.0,4.0,97030,Northwest,45.50243378,-122.4429855
683 Northeast 8th Street,108.77450766716801,265000,3.0,3.0,97030,City Central,45.50311661,-122.4239197
840 Northwest Cascade Court,40.23308642673028,345000,2.0,2.0,97030,Northwest,45.50297928,-122.4539413
3590 Northeast 6th Terrace,118.08162516910102,40000,3.0,3.0,97030,Powell Valley,45.50131989,-122.3959732
233 Northwest Battaglia Avenue,63.81357429493686,272000,3.0,2.0,97030,Northwest,45.49865341,-122.4604797
510 Northwest Bella Vista Drive,145.93658719620942,379000,2.0,4.0,97030,Northwest,45.50094986,-122.4503632
1418 Southwest 23rd Court,86.06081386169211,353500,2.0,3.0,97080,Gresham Butte,45.47948837,-122.4467087
1151 Southwest Binford Lake Parkway,162.49305211463826,470000,3.0,4.0,97080,Gresham Butte,45.48039246,-122.4445343
2308 Southwest 11 Mile Drive,95.57026000497149,385000,2.0,3.0,97080,Southwest,45.47977829,-122.4563904
701 Southwest Miller Court,133.22178959810526,575000,4.0,3.0,97080,Gresham Butte,45.49182129,-122.4331055
1403 Southwest 23rd Court,215.34480249937786,462250,3.0,5.0,97080,Gresham Butte,45.47996902,-122.4466553
3977 Southeast Salquist Road,87.98293595448263,310000,2.0,3.0,97080,Kelly Creek,45.48324585,-122.3924408
1725 Southeast Cochran Street,90.20855100929269,390000,2.0,3.0,97080,Mount Hood,45.48453522,-122.4055939
1711 Southeast 26th Drive,162.49305211463826,584000,3.0,4.0,97080,Gresham Butte,45.47943115,-122.4166183
2723 Southeast Barnes Road,164.41517420742878,495000,3.0,4.0,97080,Kelly Creek,45.47763824,-122.3935318
2486 Southeast Wendy Drive,87.98293595448263,350000,2.0,3.0,97080,Kelly Creek,45.47926712,-122.3906631
2023 Southeast Williams Drive,164.41517420742878,455000,3.0,4.0,97080,Kelly Creek,45.48205948,-122.3871002
4451 Southeast 22nd Drive,164.41517420742878,495000,3.0,4.0,97080,Kelly Creek,45.48084259,-122.3879166
9 Southeast 199th Avenue,66.31431509090422,400000,1.0,3.0,97233,Rockwood,45.52201462,-122.4581451
602 Southeast 14th Court,162.49305211463826,539900,3.0,4.0,97080,Gresham Butte,45.48719788,-122.4252167
1035 Southeast 225th Avenue,92.07319360473801,425000,2.0,3.0,97030,North Central,45.51495743,-122.4317932
2303 Northwest Stanley Avenue,92.07319360473801,400000,2.0,3.0,97030,North Central,45.51284027,-122.4355392
336 Southwest Wonderview Drive,87.17362138909715,430000,2.0,3.0,97080,Holly Brook,45.49440384,-122.4526062
3172 Southeast 28th Street,113.78903887749928,485000,3.0,3.0,97080,Mount Hood,45.47724915,-122.3998871
17920 Southeast Tibbetts Street,184.89452079838077,480000,2.0,5.0,97236,Centennial,45.50040054,-122.4787598
3285 Southwest Wallula Avenue,109.6413017298987,500000,3.0,3.0,97080,Gresham Butte,45.47377396,-122.4465027
1414 Southeast 180th Way,79.27254928842639,380000,2.0,3.0,97233,Centennial,45.51289749,-122.4776001
2833 Southeast Condor Avenue,111.5634238226892,440000,3.0,3.0,97080,Kelly Creek,45.47676468,-122.3841629
350 Southwest 37th Terrace,109.6413017298987,596000,3.0,3.0,97080,Gresham Butte,45.4707489,-122.435318
3273 Southeast 24th Terrace,90.20855100929269,423000,2.0,3.0,97080,Mount Hood,45.48011398,-122.3990936
2827 Northeast 26th Street,116.36183171765688,421800,3.0,3.0,97030,Northeast,45.51532745,-122.4034271
1423 Southwest 20th Court,162.49305211463826,499900,3.0,4.0,97080,Gresham Butte,45.48238373,-122.4458847
1667 Southeast Eagle Lane,164.41517420742878,580000,3.0,4.0,97080,Kelly Creek,45.48433685,-122.3826981
18504 Northeast Everett Street,142.82808260337515,425000,2.0,4.0,97230,Rockwood,45.52466202,-122.4727859
2401 Southeast Hacienda Avenue,87.98293595448263,405000,2.0,3.0,97080,Kelly Creek,45.4799881,-122.3970947
1685 Southwest 1st Court,110.75410925730372,480000,3.0,3.0,97080,Holly Brook,45.49641037,-122.4494324
22 Northeast Condor Drive,170.9333755538406,625000,3.0,4.0,97030,Powell Valley,45.49647141,-122.383194
3275 Southeast Hillyard Road,166.64078926223885,590000,3.0,4.0,97080,Mount Hood,45.47706223,-122.3994751
64 Northeast Scott Drive,118.08162516910102,535000,3.0,3.0,97030,Powell Valley,45.4971962,-122.3937912
Parking lot 1366,63.774304172640015,309000,3.0,2.0,97024,Northeast Market Drive,45.53152847,-122.4372177
1527 Northeast 27th Terrace,115.65368147294458,470000,3.0,3.0,97030,North Central,45.51634598,-122.4163437
2722 Southeast 176th Place,79.19102002890162,395000,2.0,3.0,97236,Centennial,45.50269318,-122.481163
18416 Northeast Everett Street,89.97633221863556,406000,2.0,3.0,97230,Rockwood,45.52463531,-122.4734344
2930 Southeast 186th Place,161.22160076921486,669000,3.0,4.0,97030,Centennial,45.50056458,-122.470787
805 Northeast 22nd Street,115.65368147294458,432000,3.0,3.0,97030,North Central,45.51217651,-122.4235001
303 Southeast 15th Street,86.06081386169211,625000,2.0,3.0,97080,Gresham Butte,45.48540115,-122.4282227
4445 Southeast 24th Street,111.5634238226892,527000,3.0,3.0,97080,Kelly Creek,45.47994614,-122.3879242
2337 Southeast 176th Avenue,79.27254928842639,340000,2.0,3.0,97233,Centennial,45.50555038,-122.4823456
713 Southeast Anderson Lane,116.72280417702164,540000,3.0,3.0,97080,Powell Valley,45.49184036,-122.3877792
3275 Southwest Wonderview Avenue,224.85424864265724,615000,3.0,5.0,97080,Southwest,45.47350693,-122.4545593
2591 Northwest 1st Drive,116.66532467967643,320000,3.0,3.0,97030,Northwest,45.49781418,-122.4601059
2020 Southwest Eastwood Avenue,95.57026000497149,450000,2.0,3.0,97080,Southwest,45.48271942,-122.46241
423 Southeast 167th Avenue,142.74655334385037,400000,2.0,4.0,97233,Rockwood,45.51972198,-122.491478
1922 Southwest Mawrcrest Court,119.15074787317808,435000,3.0,3.0,97080,Southwest,45.48220825,-122.4582977
1625 Southeast Paloma Court,164.41517420742878,471500,3.0,4.0,97080,Kelly Creek,45.48445511,-122.3920135
826 Southwest 8th Street,86.06081386169211,515000,2.0,3.0,97080,Gresham Butte,45.49146271,-122.4406662
2553 Northwest 2nd Terrace,116.66532467967643,369900,3.0,3.0,97030,Northwest,45.49848557,-122.459137
884 Southeast 27th Street,162.49305211463826,515000,3.0,4.0,97080,Gresham Butte,45.47818375,-122.4224396
