listing_url,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,house_number,street_name,zipcode,neighborhood,lat_lng,address
https://www.airbnb.com/rooms/14167600,within a day,100.0,63.0,1,0,King,45.55934,-122.6584,Entire home/apt,2,1.0,1.0,1.0,98.0,2,21,0,2021-08-08,4.72,4.84,4.93,4.95,4.91,4.88,4.7,0.66,5012,Northeast 7th Avenue,97211,King,"45.55934, -122.6584",5012 Northeast 7th Avenue
https://www.airbnb.com/rooms/14180906,within an hour,100.0,95.0,1,1,Concordia,45.56533,-122.62495,Entire home/apt,4,1.0,2.0,2.0,358.0,3,1125,1,2021-11-27,4.67,4.76,4.53,4.89,4.91,4.93,4.47,0.84,3725,Northeast Simpson Street,97211,Concordia,"45.56533, -122.62495",3725 Northeast Simpson Street
https://www.airbnb.com/rooms/14184963,within an hour,100.0,100.0,1,1,Hosford-Abernethy,45.51053,-122.65377,Entire home/apt,2,1.0,1.0,1.0,92.0,1,1125,14,2021-12-17,4.92,4.94,4.96,4.97,4.95,4.92,4.88,9.9,1717,Southeast 12th Avenue,97214,Hosford-Abernethy,"45.51053, -122.65377",1717 Southeast 12th Avenue
https://www.airbnb.com/rooms/14184984,within an hour,100.0,99.0,1,1,Concordia,45.55841,-122.64186,Entire home/apt,4,1.0,1.0,2.0,129.0,3,20,1,2021-11-23,4.92,4.89,4.95,5.0,4.99,4.98,4.84,2.1,4906,Northeast 23rd Avenue,97211,Concordia,"45.55841, -122.64186",4906 Northeast 23rd Avenue
https://www.airbnb.com/rooms/14210054,within an hour,100.0,100.0,1,1,Northwest District,45.53603,-122.70502,Entire home/apt,11,3.0,5.0,6.0,512.0,2,1125,1,2021-12-07,4.96,4.97,4.99,4.99,4.99,4.96,4.8,2.15,1899,Northwest 26th Avenue,97210,Northwest Portland,"45.53603, -122.70502",1899 Northwest 26th Avenue
https://www.airbnb.com/rooms/14216264,within a few hours,100.0,97.0,1,1,Woodstock,45.47375,-122.62025,Entire home/apt,6,2.5,3.0,3.0,355.0,3,29,1,2021-11-27,4.97,4.97,4.84,4.97,5.0,5.0,4.92,0.63,4130,South East Cooper Street,97202,Southeast Portland,"45.47375, -122.62025",4130 South East Cooper Street
https://www.airbnb.com/rooms/14267900,within an hour,100.0,100.0,1,1,North Tabor,45.52382,-122.60184,Entire home/apt,2,1.0,1.0,1.0,72.0,10,1125,0,2021-11-13,4.7,4.74,4.46,4.84,4.87,4.78,4.71,0.75,110,Northeast 60th Avenue,97213,North Tabor,"45.52382, -122.60184",110 Northeast 60th Avenue
https://www.airbnb.com/rooms/14293805,within a day,100.0,93.0,1,1,Buckman,45.51529,-122.63875,Entire home/apt,5,1.0,2.0,2.0,13.0,28,1125,0,2021-10-26,4.89,4.94,4.94,4.94,4.94,4.99,4.82,1.27,2615,Southeast Taylor Street,97214,Buckman Neighborhood,"45.51529, -122.63875",2615 Southeast Taylor Street
https://www.airbnb.com/rooms/14341525,within an hour,100.0,80.0,0,1,Beaumont-Wilshire,45.55641,-122.62782,Entire home/apt,6,1.5,3.0,3.0,34.0,30,1125,0,2021-08-31,4.89,4.86,4.86,5.0,4.93,4.96,4.5,0.43,4581,Northeast 35th Place,97211,Northeast Portland,"45.55641, -122.62782",4581 Northeast 35th Place
https://www.airbnb.com/rooms/14450148,within an hour,100.0,100.0,0,1,Creston-Kenilworth,45.49135,-122.61221,Entire home/apt,3,1.0,1.0,1.0,77.0,2,30,2,2021-11-27,5.0,4.5,5.0,5.0,5.0,5.0,4.5,2.0,4327,Southeast 49th Avenue,97206,Creston - Kenilworth,"45.49135, -122.61221",4327 Southeast 49th Avenue
https://www.airbnb.com/rooms/14475485,within an hour,100.0,98.0,1,1,Rose City Park,45.54592,-122.59728,Entire home/apt,2,1.0,1.0,1.0,81.0,3,365,0,2021-11-15,4.75,4.79,4.83,4.93,4.96,4.79,4.81,2.24,3136,Northeast 64th Avenue,97213,Rose City Park,"45.54592, -122.59728",3136 Northeast 64th Avenue
https://www.airbnb.com/rooms/14505032,within an hour,100.0,100.0,1,1,Sullivan's Gulch,45.53168,-122.64548,Entire home/apt,4,1.0,2.0,2.0,85.0,1,30,7,2021-12-12,4.91,4.94,4.96,4.99,4.96,4.9,4.86,6.83,2019,Northeast Multnomah Street,97232,Sullivan's Gulch,"45.53168, -122.64548",2019 Northeast Multnomah Street
https://www.airbnb.com/rooms/14535161,within an hour,100.0,100.0,1,0,Sunnyside,45.51231,-122.63345,Entire home/apt,4,1.0,2.0,2.0,3.0,2,21,0,2020-03-02,4.98,4.99,4.97,5.0,4.99,4.97,4.93,1.81,3107,Southeast Hawthorne Boulevard,97214,Sunnyside,"45.51231, -122.63345",3107 Southeast Hawthorne Boulevard
https://www.airbnb.com/rooms/14592068,within an hour,100.0,99.0,1,1,Creston-Kenilworth,45.49179,-122.63527,Entire home/apt,5,1.0,2.0,3.0,116.0,1,1125,7,2021-12-19,4.96,4.97,4.96,5.0,4.98,4.96,4.92,7.18,4314,Southeast 29th Avenue,97202,Creston - Kenilworth,"45.49179, -122.63527",4314 Southeast 29th Avenue
https://www.airbnb.com/rooms/14595216,within a day,100.0,100.0,1,1,Hillsdale,45.4806,-122.68831,Entire home/apt,5,1.0,2.0,3.0,123.0,2,90,0,2021-10-17,4.89,4.9,4.82,4.95,4.98,4.92,4.84,1.22,908,Southwest Cheltenham Street,97239,Southwest Portland,"45.4806, -122.68831",908 Southwest Cheltenham Street
https://www.airbnb.com/rooms/14632018,within an hour,100.0,94.0,0,0,Woodstock,45.48054,-122.6202,Entire home/apt,4,1.0,2.0,2.0,171.0,2,1125,2,2021-12-05,4.73,4.73,4.55,5.0,4.91,4.91,4.45,3.3,4116,Southeast Ramona Street,97202,Southeast Portland,"45.48054, -122.6202",4116 Southeast Ramona Street
https://www.airbnb.com/rooms/14654125,within an hour,100.0,100.0,0,1,Woodstock,45.48815,-122.61146,Entire home/apt,6,1.5,3.0,2.0,38.0,4,1125,0,2021-11-08,4.96,4.92,5.0,5.0,5.0,4.87,4.91,0.4,4724,Southeast 49th Avenue,97206,Southeast Portland,"45.48815, -122.61146",4724 Southeast 49th Avenue
https://www.airbnb.com/rooms/14686967,within an hour,100.0,99.0,0,1,Vernon,45.56027,-122.65199,Entire home/apt,3,1.0,1.0,2.0,138.0,2,1125,3,2021-12-10,4.75,4.87,4.87,4.94,4.88,4.88,4.67,3.85,1331,Northeast Webster Street,97211,Vernon,"45.56027, -122.65199",1331 Northeast Webster Street
https://www.airbnb.com/rooms/14713902,within an hour,100.0,100.0,0,1,Hayden Island,45.60719,-122.67358,Entire home/apt,4,1.0,1.0,1.0,75.0,30,365,0,2021-10-15,4.86,4.94,4.9,4.94,4.92,4.94,4.76,4.14,Lotus Isle Park,North Tomahawk Island Drive,97217,Hayden Island,"45.60719, -122.67358",Lotus Isle Park North Tomahawk Island Drive
https://www.airbnb.com/rooms/14775337,within an hour,100.0,100.0,1,1,King,45.55573,-122.65396,Entire home/apt,4,1.0,1.0,1.0,98.0,2,7,1,2021-12-05,4.98,4.98,4.99,4.99,5.0,4.99,4.95,2.86,4515,Northeast 12th Avenue,97211,King,"45.55573, -122.65396",4515 Northeast 12th Avenue
https://www.airbnb.com/rooms/14780717,within an hour,100.0,100.0,1,1,Sullivan's Gulch,45.53338,-122.64086,Entire home/apt,5,1.0,2.0,3.0,96.0,2,1125,2,2021-11-27,4.96,4.95,4.98,4.98,4.99,4.92,4.9,3.08,2416,Northeast Halsey Street,97232,Sullivan's Gulch,"45.53338, -122.64086",2416 Northeast Halsey Street
https://www.airbnb.com/rooms/14785325,within an hour,100.0,100.0,1,1,Concordia,45.56244,-122.63291,Entire home/apt,4,1.5,1.0,2.0,126.0,2,1125,0,2021-11-01,4.97,4.98,5.0,4.99,4.99,4.98,4.93,3.14,5425,Northeast 32nd Avenue,97211,Concordia,"45.56244, -122.63291",5425 Northeast 32nd Avenue
https://www.airbnb.com/rooms/14799359,within an hour,100.0,100.0,1,1,South Burlingame,45.4638,-122.68952,Entire home/apt,2,1.0,1.0,1.0,55.0,7,31,0,2020-07-31,4.92,4.97,4.96,4.96,5.0,4.88,4.89,1.8,8424,Southwest 11th Avenue,97219,Southwest Portland,"45.4638, -122.68952",8424 Southwest 11th Avenue
https://www.airbnb.com/rooms/14807366,a few days or more,0.0,61.0,1,1,Rose City Park,45.54299,-122.6138,Entire home/apt,4,1.5,2.0,2.0,225.0,4,14,1,2021-11-30,4.92,4.94,4.89,4.92,4.96,4.94,4.82,1.15,2805,Northeast 48th Avenue,97213,Rose City Park,"45.54299, -122.6138",2805 Northeast 48th Avenue
https://www.airbnb.com/rooms/14809195,within an hour,100.0,100.0,1,1,King,45.55954,-122.66375,Entire home/apt,5,1.0,2.0,2.0,163.0,3,25,1,2021-11-22,4.98,4.98,4.99,4.98,4.98,4.98,4.92,2.53,5027,Northeast Mallory Avenue,97211,King,"45.55954, -122.66375",5027 Northeast Mallory Avenue
https://www.airbnb.com/rooms/14825708,within an hour,100.0,100.0,1,1,Hosford-Abernethy,45.50097,-122.63882,Entire home/apt,4,1.0,1.0,2.0,78.0,2,1125,2,2021-12-05,4.97,4.99,4.99,4.99,4.98,4.96,4.95,4.11,2704,Southeast Brooklyn Street,97202,Hosford-Abernethy,"45.50097, -122.63882",2704 Southeast Brooklyn Street
https://www.airbnb.com/rooms/14842356,within an hour,100.0,100.0,1,1,Northwest District,45.52417,-122.69027,Entire home/apt,2,1.0,1.0,1.0,133.0,3,400,4,2021-12-12,4.87,4.9,4.86,4.88,4.89,4.85,4.83,2.09,1898,Northwest Davis Street,97209,Northwest Portland,"45.52417, -122.69027",1898 Northwest Davis Street
https://www.airbnb.com/rooms/14852770,within a day,100.0,0.0,0,1,Portland Downtown,45.50924,-122.6822,Entire home/apt,2,1.0,1.0,2.0,1037.0,2,1125,0,2020-03-15,4.79,4.9,4.94,4.96,4.96,4.84,4.73,2.18,420,Southwest College Street,97201,Southwest Portland,"45.50924, -122.6822",420 Southwest College Street
https://www.airbnb.com/rooms/14885930,within an hour,100.0,33.0,0,1,Mt. Tabor,45.50883,-122.60158,Entire home/apt,3,1.0,1.0,1.0,145.0,2,1125,0,2021-10-31,4.89,5.0,5.0,5.0,5.0,5.0,4.88,0.14,1942,Southeast 60th Avenue,97215,Southeast Portland,"45.50883, -122.60158",1942 Southeast 60th Avenue
https://www.airbnb.com/rooms/14966304,within a day,100.0,0.0,1,0,Beaumont-Wilshire,45.55296,-122.62464,Entire home/apt,6,1.0,3.0,5.0,195.0,30,180,0,2020-10-01,4.95,4.95,4.95,5.0,4.98,4.88,4.88,0.67,4139,Northeast 38th Avenue,97211,Northeast Portland,"45.55296, -122.62464",4139 Northeast 38th Avenue
https://www.airbnb.com/rooms/14968135,within a day,50.0,0.0,0,1,West Portland Park,45.44162,-122.72054,Entire home/apt,6,2.5,3.0,3.0,143.0,28,1125,0,2017-08-29,4.92,5.0,4.77,5.0,4.92,4.92,4.83,0.23,4234,Southwest Vacuna Street,97219,West Portland Park,"45.44162, -122.72054",4234 Southwest Vacuna Street
https://www.airbnb.com/rooms/15040785,within an hour,100.0,100.0,1,1,Boise,45.54923,-122.67256,Entire home/apt,4,1.0,1.0,2.0,112.0,2,1125,6,2021-12-11,4.99,4.99,4.98,4.98,4.99,4.97,4.93,7.05,3623,North Kerby Avenue,97227,North Portland,"45.54923, -122.67256",3623 North Kerby Avenue
https://www.airbnb.com/rooms/15094467,within an hour,100.0,99.0,1,1,Hosford-Abernethy,45.50267,-122.64462,Entire home/apt,4,1.0,2.0,2.0,206.0,2,28,8,2021-12-19,4.99,4.97,4.94,4.97,4.94,4.94,4.82,2.22,2803,Southeast 21st Avenue,97202,Hosford-Abernethy,"45.50267, -122.64462",2803 Southeast 21st Avenue
https://www.airbnb.com/rooms/15097399,within an hour,100.0,100.0,1,1,Northwest District,45.52577,-122.68971,Entire home/apt,6,2.5,3.0,3.0,12.0,30,1125,0,2021-03-27,4.92,4.95,4.81,4.98,4.98,4.95,4.87,1.07,1815,Northwest Flanders Street,97209,Northwest Portland,"45.52577, -122.68971",1815 Northwest Flanders Street
https://www.airbnb.com/rooms/15101133,within an hour,100.0,33.0,1,1,Rose City Park,45.54047,-122.60797,Entire home/apt,4,1.0,1.0,2.0,79.0,2,1125,0,2021-05-18,4.89,4.94,4.89,5.0,4.99,4.91,4.8,1.61,5400,Northeast Sandycrest Terrace,97213,Rose City Park,"45.54047, -122.60797",5400 Northeast Sandycrest Terrace
https://www.airbnb.com/rooms/15113378,within an hour,100.0,91.0,1,1,Portland Downtown,45.51164,-122.67977,Entire home/apt,4,1.0,1.0,1.0,84.0,30,1125,0,2021-06-27,5.0,5.0,4.76,5.0,5.0,5.0,5.0,0.3,1708,Southwest 4th Avenue,97201,Southwest Portland,"45.51164, -122.67977",1708 Southwest 4th Avenue
https://www.airbnb.com/rooms/15117073,within an hour,100.0,96.0,1,1,Hazelwood,45.51242,-122.55195,Entire home/apt,4,1.0,2.0,3.0,6.0,7,1125,0,2021-08-24,4.95,4.97,4.9,4.99,4.98,4.86,4.96,3.4,1520,Southeast 109th Avenue,97216,Southeast Portland,"45.51242, -122.55195",1520 Southeast 109th Avenue
https://www.airbnb.com/rooms/15145542,within an hour,100.0,100.0,1,1,Vernon,45.56008,-122.64428,Entire home/apt,4,1.5,1.0,1.0,95.0,3,181,0,2020-09-12,4.97,4.96,4.91,4.99,4.98,4.98,4.93,3.24,5123,Northeast 21st Avenue,97211,Vernon,"45.56008, -122.64428",5123 Northeast 21st Avenue
https://www.airbnb.com/rooms/15146074,within an hour,100.0,97.0,0,1,Lloyd District,45.5349,-122.65712,Entire home/apt,9,1.0,2.0,5.0,146.0,2,90,2,2021-12-05,4.69,4.82,4.7,4.87,4.81,4.65,4.67,2.77,818,Southwest Broadway,97232,Northeast Portland,"45.5349, -122.65712",818 Southwest Broadway
https://www.airbnb.com/rooms/15162109,within an hour,100.0,99.0,1,1,Foster-Powell,45.49559,-122.59545,Entire home/apt,3,1.0,1.0,1.0,75.0,1,10,6,2021-12-14,4.9,4.95,4.92,4.98,4.97,4.86,4.88,6.74,3703,Southeast 66th Avenue,97206,Foster - Powell,"45.49559, -122.59545",3703 Southeast 66th Avenue
https://www.airbnb.com/rooms/15175066,within a few hours,100.0,0.0,1,1,Woodstock,45.48391,-122.61835,Entire home/apt,2,1.0,1.0,1.0,65.0,30,1125,0,2020-08-27,4.96,4.97,4.93,4.91,4.96,4.96,4.96,1.1,5406,Southeast 43rd Avenue,97206,Southeast Portland,"45.48391, -122.61835",5406 Southeast 43rd Avenue
https://www.airbnb.com/rooms/15207122,within an hour,100.0,100.0,1,1,Hosford-Abernethy,45.50221,-122.64584,Entire home/apt,2,1.0,1.0,1.0,85.0,2,1125,3,2021-12-01,4.88,4.95,4.79,4.95,4.94,4.99,4.85,3.25,2823,Southeast 20th Avenue,97202,Hosford-Abernethy,"45.50221, -122.64584",2823 Southeast 20th Avenue
https://www.airbnb.com/rooms/15225078,within an hour,100.0,98.0,1,1,Rose City Park,45.54143,-122.61048,Entire home/apt,4,1.0,1.0,2.0,331.0,3,29,4,2021-12-03,4.99,4.99,5.0,4.99,5.0,4.94,4.95,5.76,5137,Northeast Wistaria Drive,97213,Rose City Park,"45.54143, -122.61048",5137 Northeast Wistaria Drive
https://www.airbnb.com/rooms/15255217,within an hour,100.0,94.0,1,1,Portsmouth,45.5905,-122.7232,Entire home/apt,6,2.5,2.0,2.0,133.0,7,14,1,2021-11-30,4.98,4.99,4.94,5.0,4.97,4.86,4.85,1.67,9325,North Van Houten Avenue,97203,North Portland,"45.5905, -122.7232",9325 North Van Houten Avenue
https://www.airbnb.com/rooms/15289907,within a few hours,100.0,80.0,0,1,Hillside,45.52749,-122.70656,Entire home/apt,5,2.5,3.0,6.0,528.0,7,365,0,2021-10-31,4.87,4.8,5.0,5.0,5.0,4.8,4.86,0.25,678,Northwest Melinda Avenue,97210,Northwest Portland,"45.52749, -122.70656",678 Northwest Melinda Avenue
https://www.airbnb.com/rooms/15300765,within a few hours,100.0,83.0,1,1,Old Town/Chinatown,45.52971,-122.67223,Entire home/apt,2,1.0,1.0,1.0,7.0,30,1125,0,2021-08-05,4.67,4.67,4.67,5.0,5.0,4.33,4.56,0.16,810,Northwest Naito Parkway,97209,Northwest Portland,"45.52971, -122.67223",810 Northwest Naito Parkway
https://www.airbnb.com/rooms/15308248,within a few hours,100.0,80.0,0,0,Foster-Powell,45.49226,-122.58835,Entire home/apt,2,1.0,1.0,1.0,55.0,30,180,0,2021-09-28,5.0,5.0,4.83,5.0,5.0,5.0,5.0,0.12,4201,Southeast 73rd Avenue,97206,Foster - Powell,"45.49226, -122.58835",4201 Southeast 73rd Avenue
https://www.airbnb.com/rooms/15308318,within an hour,100.0,98.0,1,1,Boise,45.55304,-122.67529,Entire home/apt,9,2.0,5.0,7.0,232.0,4,120,1,2021-11-28,4.86,4.85,4.85,4.88,4.87,4.91,4.74,1.4,4064,North Mississippi Avenue,97227,North Portland,"45.55304, -122.67529",4064 North Mississippi Avenue
https://www.airbnb.com/rooms/15361775,within a few hours,100.0,96.0,1,1,Sellwood-Moreland Improvement League,45.48152,-122.64528,Entire home/apt,2,1.0,1.0,2.0,88.0,2,35,0,2021-11-18,4.84,4.96,4.96,4.94,4.97,4.86,4.84,2.19,5706,Southeast 20th Avenue,97202,Southeast Portland,"45.48152, -122.64528",5706 Southeast 20th Avenue
https://www.airbnb.com/rooms/15375039,within an hour,100.0,57.0,0,1,King,45.56276,-122.66411,Entire home/apt,4,1.0,1.0,2.0,65.0,2,1125,1,2021-11-21,4.88,4.92,4.93,4.98,4.99,4.89,4.85,6.04,125,Northeast Killingsworth Street,97211,King,"45.56276, -122.66411",125 Northeast Killingsworth Street
https://www.airbnb.com/rooms/15414261,within a few hours,100.0,97.0,1,1,Southwest Hills,45.50898,-122.68815,Entire home/apt,2,1.0,1.0,2.0,161.0,2,1125,0,2018-07-18,5.0,5.0,5.0,4.67,4.83,4.83,4.83,0.1,2078,Southwest 10th Avenue,97201,Southwest Hills,"45.50898, -122.68815",2078 Southwest 10th Avenue
https://www.airbnb.com/rooms/15456416,within an hour,100.0,92.0,1,1,King,45.55505,-122.65727,Entire home/apt,5,1.0,2.0,3.0,173.0,30,90,0,2021-09-16,4.98,4.96,4.98,5.0,4.98,4.89,4.91,0.89,4404,Northeast 8th Avenue,97211,King,"45.55505, -122.65727",4404 Northeast 8th Avenue
https://www.airbnb.com/rooms/15522013,within an hour,100.0,100.0,1,1,Kerns,45.52295,-122.63751,Entire home/apt,2,1.0,1.0,1.0,79.0,2,300,1,2021-12-05,4.95,5.0,4.96,4.99,4.99,4.97,4.92,1.31,2724-2742,East Burnside Street,97214,Buckman Neighborhood,"45.52295, -122.63751",2724-2742 East Burnside Street
https://www.airbnb.com/rooms/15523295,within an hour,100.0,92.0,1,1,Boise,45.55171,-122.6736,Entire home/apt,2,1.0,1.0,1.0,8.0,30,120,0,2021-10-23,4.87,4.94,5.0,4.96,4.96,4.96,4.85,0.77,3965,North Borthwick Avenue,97227,North Portland,"45.55171, -122.6736",3965 North Borthwick Avenue
https://www.airbnb.com/rooms/15525083,within an hour,100.0,60.0,0,0,Reed,45.4889,-122.62782,Entire home/apt,4,1.0,2.0,2.0,72.0,1,1125,0,2020-08-14,4.69,4.84,4.87,4.95,4.93,4.86,4.79,4.02,3546,Southeast Long Street,97202,Reed,"45.4889, -122.62782",3546 Southeast Long Street
https://www.airbnb.com/rooms/15559774,within a few hours,100.0,100.0,0,1,Vernon,45.55916,-122.64899,Entire home/apt,5,1.0,2.0,3.0,99.0,30,1125,1,2021-11-20,4.92,5.0,4.92,4.91,5.0,5.0,4.87,0.39,1533,Northeast Alberta Street,97211,Vernon,"45.55916, -122.64899",1533 Northeast Alberta Street
https://www.airbnb.com/rooms/15590226,within an hour,100.0,90.0,1,1,Reed,45.48764,-122.62283,Entire home/apt,2,1.0,1.0,1.0,84.0,2,7,2,2021-12-12,4.89,4.95,4.86,4.95,4.96,4.92,4.87,2.81,4840,Southeast 38th Avenue,97202,Southeast Portland,"45.48764, -122.62283",4840 Southeast 38th Avenue
https://www.airbnb.com/rooms/15724441,within an hour,100.0,60.0,0,0,Reed,45.48895,-122.62639,Entire home/apt,6,1.0,2.0,2.0,99.0,1,90,0,2020-06-16,4.74,4.82,4.86,4.92,4.9,4.85,4.81,3.59,4708,Southeast 36th Avenue,97202,Reed,"45.48895, -122.62639",4708 Southeast 36th Avenue
https://www.airbnb.com/rooms/15728518,within an hour,100.0,99.0,0,1,Richmond,45.51046,-122.63315,Entire home/apt,4,1.0,2.0,2.0,99.0,1,1125,1,2021-12-11,4.73,4.67,4.91,4.89,4.95,4.91,4.55,1.28,Sewallcrest Community Garden,Southeast 31st Avenue,97214,Richmond,"45.51046, -122.63315",Sewallcrest Community Garden Southeast 31st Avenue
https://www.airbnb.com/rooms/15784431,within a day,100.0,45.0,0,0,Kerns,45.52474,-122.64557,Entire home/apt,6,2.0,3.0,7.0,13.0,30,1125,0,2021-08-31,5.0,5.0,4.71,5.0,5.0,5.0,5.0,0.22,1950,Northeast Everett Street,97232,Kerns,"45.52474, -122.64557",1950 Northeast Everett Street
https://www.airbnb.com/rooms/15788692,within a few hours,100.0,91.0,1,1,Concordia,45.55675,-122.63749,Entire home/apt,5,2.0,2.0,2.0,268.0,2,1125,2,2021-12-05,4.93,4.95,4.91,4.98,4.98,4.95,4.77,3.04,4628,Northeast 27th Avenue,97211,Concordia,"45.55675, -122.63749",4628 Northeast 27th Avenue
https://www.airbnb.com/rooms/15817715,within an hour,100.0,100.0,1,1,Hosford-Abernethy,45.5108,-122.64102,Entire home/apt,2,1.0,1.0,1.0,113.0,2,13,3,2021-12-05,4.98,4.98,4.99,4.98,4.99,4.98,4.94,5.04,1702,Southeast 24th Avenue,97214,Hosford-Abernethy,"45.5108, -122.64102",1702 Southeast 24th Avenue
https://www.airbnb.com/rooms/15888715,within an hour,100.0,94.0,0,1,Mt. Scott-Arleta,45.47869,-122.58293,Entire home/apt,4,1.0,1.0,2.0,105.0,3,16,2,2021-12-13,4.95,4.94,4.98,4.98,4.97,4.79,4.91,3.43,7814,Southeast Martins Street,97206,Mount Scott - Arleta,"45.47869, -122.58293",7814 Southeast Martins Street
https://www.airbnb.com/rooms/15900501,within an hour,100.0,99.0,1,1,Buckman,45.52132,-122.65144,Entire home/apt,10,2.0,5.0,6.0,318.0,3,30,0,2021-11-14,4.93,4.91,4.92,4.99,4.96,4.9,4.72,1.9,1402,Southeast Ash Street,97214,Buckman Neighborhood,"45.52132, -122.65144",1402 Southeast Ash Street
https://www.airbnb.com/rooms/15930586,within an hour,100.0,98.0,1,1,Concordia,45.56459,-122.62713,Entire home/apt,12,2.0,5.0,6.0,271.0,3,90,1,2021-12-12,4.95,4.97,4.95,4.99,4.98,4.91,4.85,2.84,5808,Northeast 35th Place,97211,Concordia,"45.56459, -122.62713",5808 Northeast 35th Place
https://www.airbnb.com/rooms/15969640,within an hour,100.0,100.0,1,1,Hosford-Abernethy,45.50562,-122.65364,Entire home/apt,6,1.0,2.0,3.0,147.0,2,1124,1,2021-11-24,4.59,4.67,4.68,4.96,4.93,4.88,4.53,2.19,2478,Southeast 12th Avenue,97214,Ladd's Addition,"45.50562, -122.65364",2478 Southeast 12th Avenue
https://www.airbnb.com/rooms/15985045,within a few hours,100.0,100.0,0,1,King,45.5642,-122.66008,Entire home/apt,4,1.0,1.0,3.0,104.0,1,30,0,2021-07-26,4.89,4.95,4.89,4.95,4.95,4.72,4.8,3.15,515,Northeast Jessup Street,97211,King,"45.5642, -122.66008",515 Northeast Jessup Street
https://www.airbnb.com/rooms/15987481,within an hour,100.0,98.0,1,1,Concordia,45.5642,-122.63582,Entire home/apt,5,1.0,2.0,2.0,122.0,1,29,4,2021-12-19,4.96,4.98,4.97,4.99,4.98,4.95,4.87,6.09,5736,Northeast 29th Avenue,97211,Concordia,"45.5642, -122.63582",5736 Northeast 29th Avenue
https://www.airbnb.com/rooms/15990961,within an hour,100.0,96.0,1,1,Concordia,45.56792,-122.63367,Entire home/apt,4,1.0,1.0,2.0,79.0,1,28,1,2021-11-27,4.97,4.98,5.0,4.96,4.96,4.92,4.9,4.58,6224,Northeast 31st Avenue,97211,Concordia,"45.56792, -122.63367",6224 Northeast 31st Avenue
https://www.airbnb.com/rooms/16012729,within a few hours,100.0,100.0,1,1,Concordia,45.56358,-122.63929,Entire home/apt,4,1.0,2.0,2.0,175.0,30,60,0,2020-03-07,4.91,4.91,4.98,4.95,4.95,4.87,4.8,2.22,5619,Northeast 26th Avenue,97211,Concordia,"45.56358, -122.63929",5619 Northeast 26th Avenue
https://www.airbnb.com/rooms/16020082,within a few hours,100.0,59.0,0,1,Richmond,45.49821,-122.63163,Entire home/apt,4,1.0,1.0,2.0,95.0,2,7,1,2021-11-27,4.94,4.93,4.93,4.99,4.99,4.95,4.86,1.81,3410,Southeast 33rd Avenue,97202,Richmond,"45.49821, -122.63163",3410 Southeast 33rd Avenue
https://www.airbnb.com/rooms/16072598,within an hour,100.0,96.0,1,1,Richmond,45.50012,-122.62348,Entire home/apt,4,1.0,1.0,2.0,56.0,2,30,2,2021-12-06,4.96,4.98,4.9,4.95,4.98,4.94,4.97,3.56,3817,Southeast Kelly Street,97202,Richmond,"45.50012, -122.62348",3817 Southeast Kelly Street
https://www.airbnb.com/rooms/16123022,within a few hours,100.0,71.0,1,1,Hosford-Abernethy,45.50691,-122.65305,Entire home/apt,2,1.0,1.0,1.0,128.0,30,200,1,2021-11-23,4.99,4.99,5.0,4.99,4.98,4.98,4.94,3.14,2247,Southeast Spruce Avenue,97214,Ladd's Addition,"45.50691, -122.65305",2247 Southeast Spruce Avenue
https://www.airbnb.com/rooms/16132974,within an hour,100.0,95.0,1,1,Eliot,45.5467,-122.66324,Entire home/apt,4,1.0,1.0,1.0,99.0,3,60,0,2021-11-13,4.95,4.97,4.99,4.98,4.97,4.9,4.89,3.86,132,Northeast Cook Street,97212,Eliot,"45.5467, -122.66324",132 Northeast Cook Street
https://www.airbnb.com/rooms/16135714,within an hour,100.0,92.0,1,1,Richmond,45.51086,-122.63464,Entire home/apt,4,1.0,1.0,2.0,55.0,1,28,10,2021-12-15,4.89,4.95,4.91,4.96,4.94,4.93,4.9,11.22,1616,Southeast 30th Avenue,97214,Richmond,"45.51086, -122.63464",1616 Southeast 30th Avenue
https://www.airbnb.com/rooms/16156186,within an hour,100.0,96.0,1,1,Northwest District,45.52702,-122.69897,Entire home/apt,2,1.0,1.0,1.0,182.0,3,1125,1,2021-12-07,4.98,5.0,4.99,5.0,5.0,4.99,4.85,1.5,2323,Northwest Hoyt Street,97210,Northwest Portland,"45.52702, -122.69897",2323 Northwest Hoyt Street
https://www.airbnb.com/rooms/16159235,within an hour,100.0,97.0,1,1,Northwest District,45.5269,-122.69601,Entire home/apt,2,1.0,1.0,1.0,115.0,3,30,1,2021-12-12,4.86,4.92,4.89,4.99,4.97,4.99,4.85,1.6,2182,Northwest Hoyt Street,97210,Northwest Portland,"45.5269, -122.69601",2182 Northwest Hoyt Street
